user_id,avg_rating,avg_noised_rating,rating_count,rating_variance,noised_count,noised_variance
754082,3.3,3.2,[0 1 6 5 0],0.39,[1 2 5 2 2],1.31
754104,3.6,3.7,[ 0  1 13  9  4],0.61,[2 2 6 9 8],1.39
754117,3.8,2.8,[0 0 1 3 0],0.19,[1 1 0 2 0],1.69
754121,4.0,4.0,[0 0 0 3 0],0.0,[0 0 1 1 1],0.67
754135,2.6,3.3,[5 4 7 1 3],1.73,[3 3 3 7 4],1.81
754137,3.2,3.2,[1 2 2 2 2],1.73,[1 0 4 4 0],0.84
754161,3.7,3.5,[ 0  6  6 14  9],1.05,[ 4  4  6 13  8],1.62
754162,3.9,3.7,[2 1 2 2 8],2.12,[1 2 2 5 5],1.53
754171,3.7,3.4,[1 2 0 3 4],2.01,[1 1 2 5 1],1.24
754185,3.3,3.4,[2 0 1 2 2],2.49,[0 1 2 4 0],0.53
754187,4.0,3.5,[0 0 4 7 4],0.53,[2 2 3 3 5],1.98
754208,3.3,3.0,[0 0 4 2 0],0.22,[1 0 3 2 0],1.0
754230,4.8,4.5,[0 0 0 1 3],0.19,[0 0 0 2 2],0.25
754250,3.2,3.5,[0 1 4 0 1],0.81,[0 1 2 2 1],0.92
754255,3.9,3.5,[0 0 6 4 4],0.69,[1 1 3 8 1],0.96
754257,4.6,4.0,[0 0 0 3 4],0.24,[0 0 2 3 2],0.57
754267,2.9,3.2,[3 4 2 3 3],2.06,[1 4 3 5 2],1.36
754271,4.2,4.2,[0 0 0 3 1],0.19,[0 0 1 1 2],0.69
754272,3.7,3.9,[0 0 2 5 0],0.2,[0 1 1 3 2],0.98
754312,4.2,4.5,[0 0 0 3 1],0.19,[0 0 1 0 3],0.75
754321,4.0,3.8,[0 0 1 2 1],0.5,[0 1 1 0 2],1.69
754329,2.9,3.2,[1 6 5 4 1],1.04,[4 0 6 3 4],2.03
754342,3.8,3.8,[0 0 2 2 1],0.56,[0 1 1 1 2],1.36
754344,3.1,3.0,[0 2 4 1 1],0.86,[1 2 2 2 1],1.5
754349,3.5,3.7,[1 1 3 7 1],1.02,[0 1 6 2 4],0.98
754358,3.3,4.0,[0 2 1 2 1],1.22,[0 0 1 4 1],0.33
754397,3.9,3.3,[1 0 2 6 4],1.15,[3 1 1 5 3],2.21
754443,4.4,3.8,[ 0  0  5  3 14],0.7,[0 2 6 9 5],0.81
754517,5.0,4.0,[0 0 0 0 3],0.0,[0 0 0 3 0],0.0
754520,4.5,3.5,[0 0 0 2 2],0.25,[0 1 1 1 1],1.25
754566,3.8,3.2,[0 1 1 1 2],1.36,[0 2 0 3 0],0.96
754567,3.5,3.1,[0 3 5 4 3],1.05,[0 7 1 6 1],1.13
754574,3.1,3.7,[0 2 8 4 0],0.41,[0 4 2 2 6],1.63
754620,4.4,3.6,[0 1 0 0 4],1.44,[0 1 1 2 1],1.04
754630,3.6,3.8,[0 0 3 1 1],0.64,[0 0 1 4 0],0.16
754636,3.6,4.0,[0 1 4 4 2],0.78,[0 0 3 5 3],0.55
754649,4.2,3.2,[0 0 1 3 2],0.47,[1 2 0 1 2],2.47
754663,4.2,3.8,[0 0 0 3 1],0.19,[0 1 1 0 2],1.69
754670,3.0,3.8,[1 1 1 1 1],2.0,[0 0 1 4 0],0.16
754677,3.2,3.6,[0 1 2 2 0],0.56,[0 0 3 1 1],0.64
754724,4.1,3.4,[ 0  2  4  3 10],1.15,[1 5 3 5 5],1.61
754728,3.6,2.4,[0 1 0 4 0],0.64,[2 0 2 1 0],1.44
754742,3.6,4.0,[0 1 2 3 1],0.82,[0 0 1 5 1],0.29
754748,3.7,4.3,[0 0 4 1 2],0.78,[0 0 1 3 3],0.49
754781,3.9,3.3,[0 1 3 8 3],0.65,[2 1 3 8 1],1.29
754794,3.7,3.7,[0 0 1 2 0],0.22,[1 0 0 0 2],3.56
754813,3.2,2.8,[0 1 4 3 0],0.44,[1 4 1 0 2],1.94
754814,4.2,3.6,[0 0 2 6 5],0.49,[1 2 0 8 2],1.31
754846,2.5,3.5,[1 5 3 2 0],0.79,[1 0 5 2 3],1.34
754849,3.1,2.8,[2 0 3 1 2],2.11,[1 3 1 3 0],1.19
754866,3.7,3.2,[0 1 3 8 1],0.52,[1 2 4 6 0],0.9
754884,3.9,3.4,[ 0  1  2 12  2],0.46,[ 2  0  4 11  0],0.95
754887,3.3,3.1,[0 2 8 4 1],0.6,[0 5 3 7 0],0.78
754909,4.5,3.5,[0 0 0 2 2],0.25,[0 1 1 1 1],1.25
754919,2.4,2.7,[2 3 2 2 0],1.14,[2 2 3 1 1],1.56
754935,3.3,3.1,[0 0 5 2 0],0.2,[1 1 1 4 0],1.27
754953,4.0,3.8,[ 0  1  4 10  5],0.65,[1 0 6 8 5],0.96
754954,3.2,3.6,[0 1 2 2 0],0.56,[1 0 1 1 2],2.24
754956,4.6,3.6,[0 0 0 3 4],0.24,[0 2 1 2 2],1.39
754972,5.0,4.5,[0 0 0 0 2],0.0,[0 0 0 1 1],0.25
754990,3.9,3.9,[0 0 2 4 1],0.41,[0 0 2 4 1],0.41
755040,3.2,3.5,[0 2 2 4 0],0.69,[0 2 1 4 1],1.0
755061,4.2,3.5,[0 0 2 1 3],0.81,[0 1 2 2 1],0.92
755092,2.3,2.3,[1 0 2 0 0],0.89,[2 0 0 0 1],3.56
755096,4.1,3.8,[0 0 3 1 4],0.86,[1 0 0 6 1],1.19
755112,3.6,3.5,[0 2 1 7 1],0.78,[0 1 4 5 1],0.61
755133,3.8,3.4,[0 0 3 4 1],0.44,[2 0 2 1 3],2.48
755151,2.8,2.7,[3 0 0 1 2],3.47,[1 2 1 2 0],1.22
755163,3.1,3.5,[1 4 9 3 2],1.0,[2 4 0 9 4],1.72
755194,3.3,3.3,[0 1 0 2 0],0.89,[0 0 2 1 0],0.22
755200,2.3,3.0,[1 0 2 0 0],0.89,[1 0 1 0 1],2.67
755209,3.7,3.7,[0 1 1 7 0],0.44,[0 2 1 4 2],1.11
755217,4.2,3.7,[0 0 4 3 7],0.74,[0 0 5 8 1],0.35
755235,4.5,4.8,[0 0 1 1 4],0.58,[0 0 0 1 5],0.14
755257,5.0,5.0,[0 0 0 0 1],0.0,[0 0 0 0 1],0.0
755264,3.2,4.0,[0 2 1 3 0],0.81,[0 0 1 4 1],0.33
755275,3.2,3.7,[0 3 0 2 1],1.47,[1 0 2 0 3],2.22
755278,3.5,3.5,[0 0 3 0 1],0.75,[0 1 0 3 0],0.75
755300,4.0,3.5,[0 0 1 6 1],0.25,[2 0 0 4 2],2.25
755319,3.8,3.4,[0 1 1 1 2],1.36,[1 0 0 4 0],1.44
755320,3.8,3.8,[0 1 6 7 4],0.73,[1 0 7 4 6],1.17
755327,3.3,1.7,[0 0 2 1 0],0.22,[2 0 1 0 0],0.89
755340,4.2,4.5,[0 0 0 5 1],0.14,[0 0 0 3 3],0.25
755344,3.7,3.9,[2 1 2 2 6],2.21,[0 2 2 4 5],1.15
755346,4.0,3.6,[0 1 4 3 6],1.0,[1 2 2 5 4],1.52
755357,5.0,4.0,[0 0 0 0 1],0.0,[0 0 0 1 0],0.0
755376,4.0,4.0,[1 1 2 3 7],1.57,[0 1 4 3 6],1.0
755398,4.0,4.0,[0 0 1 2 1],0.5,[0 0 1 2 1],0.5
755424,4.0,3.1,[0 0 2 3 2],0.57,[2 0 1 3 1],2.12
755437,3.0,3.4,[1 3 1 1 2],2.0,[1 0 3 3 1],1.23
755439,3.6,4.0,[0 1 4 6 1],0.58,[0 1 1 7 3],0.67
755459,4.7,3.8,[0 0 0 2 4],0.22,[0 2 0 1 3],1.81
755495,3.7,3.0,[0 1 0 1 1],1.56,[1 0 0 2 0],2.0
755497,4.0,3.5,[0 1 1 6 3],0.73,[1 1 3 3 3],1.52
755503,3.0,3.3,[1 1 1 3 0],1.33,[1 1 1 1 2],2.22
755506,3.9,4.0,[0 0 1 8 0],0.1,[0 0 2 5 2],0.44
755520,3.5,3.8,[0 0 5 2 1],0.5,[1 0 2 2 3],1.69
755541,3.3,3.7,[0 1 2 3 0],0.56,[0 1 2 1 2],1.22
755547,4.4,4.2,[0 0 0 3 2],0.24,[0 0 1 2 2],0.56
755549,3.4,3.4,[ 0  1 12  5  2],0.54,[4 0 5 7 4],1.83
755556,2.8,3.5,[1 0 2 1 0],1.19,[1 0 0 2 1],2.25
755557,3.5,3.4,[0 2 9 5 3],0.78,[0 4 6 6 3],0.98
755562,4.5,3.7,[0 0 0 3 3],0.25,[1 1 0 1 3],2.56
755577,2.8,2.7,[3 3 1 1 3],2.51,[3 2 2 3 1],1.83
755584,3.4,3.4,[ 1  0  7 10  0],0.58,[1 3 5 6 3],1.24
755587,3.1,3.1,[1 3 5 0 3],1.58,[4 0 3 1 4],2.74
755607,3.3,4.3,[0 0 2 1 0],0.22,[0 0 0 2 1],0.22
755640,4.0,3.6,[0 1 1 0 3],1.6,[1 0 1 1 2],2.24
755649,4.0,2.8,[0 0 0 4 0],0.0,[0 1 3 0 0],0.19
755689,3.5,4.1,[0 0 7 1 2],0.65,[0 0 3 3 4],0.69
755735,3.8,3.6,[1 0 2 2 3],1.69,[0 1 2 4 1],0.73
755743,2.8,3.4,[0 6 6 3 0],0.56,[2 2 1 8 2],1.57
755749,3.6,3.6,[0 0 4 7 0],0.23,[0 1 5 2 3],0.96
755752,3.0,2.7,[0 1 1 1 0],0.67,[1 0 1 1 0],1.56
755756,3.6,3.2,[0 0 5 1 2],0.73,[1 2 1 2 2],1.94
755766,2.4,3.3,[0 5 4 0 0],0.25,[1 0 4 3 1],1.11
755770,3.4,3.9,[3 0 4 2 5],2.24,[0 1 5 3 5],0.98
755773,2.9,3.2,[1 4 8 4 0],0.69,[2 2 6 5 2],1.32
755774,2.4,2.7,[5 7 4 4 0],1.13,[5 4 5 4 2],1.71
755775,3.6,3.2,[0 2 0 1 2],1.84,[0 0 4 1 0],0.16
755820,3.2,3.2,[4 2 6 4 5],1.96,[3 4 3 8 3],1.68
755862,4.3,4.0,[0 1 0 2 4],1.06,[0 1 1 2 3],1.14
755871,3.8,3.8,[0 0 1 4 0],0.16,[0 0 2 2 1],0.56
755886,3.9,3.6,[0 1 3 2 4],1.09,[0 0 6 2 2],0.64
755887,4.7,4.3,[0 0 0 1 2],0.22,[0 0 1 0 2],0.89
755890,3.3,3.6,[1 0 2 4 0],1.06,[0 1 1 5 0],0.53
755895,3.2,3.7,[0 0 5 1 0],0.14,[0 1 2 1 2],1.22
755915,3.1,3.4,[0 4 0 3 1],1.36,[0 1 4 2 1],0.73
755921,3.7,3.7,[0 2 1 6 2],0.93,[1 1 2 3 4],1.65
755922,4.0,3.8,[0 0 1 3 1],0.4,[0 0 1 4 0],0.16
755923,4.0,3.3,[0 0 2 6 2],0.4,[2 1 2 2 3],2.21
755939,3.1,3.1,[1 2 6 6 0],0.78,[2 3 4 4 2],1.53
755952,3.8,3.9,[0 0 3 5 1],0.4,[0 1 3 1 4],1.21
755966,3.8,3.8,[0 1 1 5 1],0.69,[0 1 2 3 2],0.94
755976,3.7,3.6,[0 1 7 9 3],0.61,[1 2 6 7 4],1.15
755978,3.4,3.4,[0 0 3 2 0],0.24,[0 0 3 2 0],0.24
756049,3.8,3.7,[0 0 3 7 1],0.33,[0 2 2 4 3],1.11
756062,4.3,3.7,[0 0 1 0 2],0.89,[0 0 1 2 0],0.22
756079,3.9,3.4,[0 2 1 2 4],1.43,[2 0 1 4 2],2.02
756085,3.9,3.5,[0 1 2 2 3],1.11,[0 0 5 2 1],0.5
756100,3.6,3.6,[0 1 1 2 1],1.04,[0 1 1 2 1],1.04
756117,2.8,3.4,[2 0 4 2 0],1.19,[0 1 4 2 1],0.73
756136,4.2,3.8,[0 1 1 4 6],0.85,[0 1 4 3 4],0.97
756162,4.5,3.8,[ 0  0  3  3 14],0.55,[0 0 9 5 6],0.73
756163,4.4,4.1,[0 0 1 6 6],0.39,[0 0 4 4 5],0.69
756170,4.4,3.1,[0 1 1 4 8],0.8,[2 3 3 3 3],1.84
756179,4.5,4.0,[0 0 0 1 1],0.25,[0 0 0 2 0],0.0
756209,2.9,2.9,[4 2 7 3 3],1.73,[2 4 7 5 1],1.1
756211,3.1,3.4,[0 4 3 3 1],0.99,[0 1 5 5 0],0.41
756226,3.3,3.6,[0 2 7 2 2],0.83,[1 1 3 5 3],1.31
756237,3.6,3.6,[0 0 4 2 1],0.53,[1 1 0 3 2],1.96
756256,4.0,4.0,[1 0 0 1 3],2.4,[1 0 0 1 3],2.4
756259,3.7,3.6,[1 0 3 4 3],1.29,[0 1 4 4 2],0.78
756279,3.9,4.3,[0 0 4 0 3],0.98,[0 0 2 1 4],0.78
756299,3.2,3.4,[1 2 8 5 1],0.85,[1 3 4 7 2],1.17
756315,4.8,4.6,[0 0 0 1 4],0.16,[0 0 0 2 3],0.24
756316,4.2,4.8,[0 0 0 3 1],0.19,[0 0 0 1 3],0.19
756332,4.5,3.8,[0 0 1 0 3],0.75,[0 1 0 2 1],1.19
756359,4.1,3.7,[0 0 5 5 7],0.69,[3 1 1 5 7],2.21
756396,3.6,3.4,[0 0 2 3 0],0.24,[0 2 0 2 1],1.44
756405,1.5,4.0,[1 1 0 0 0],0.25,[0 0 1 0 1],1.0
756413,3.5,3.0,[0 2 3 0 3],1.5,[1 2 2 2 1],1.5
756446,3.6,3.4,[0 0 3 1 1],0.64,[0 2 0 2 1],1.44
756452,3.5,3.5,[0 0 1 1 0],0.25,[0 0 1 1 0],0.25
756456,4.0,4.3,[0 0 1 1 1],0.67,[0 0 0 2 1],0.22
756493,4.1,3.7,[2 0 2 2 9],1.93,[3 0 2 3 7],2.33
756544,4.7,3.4,[0 0 0 3 7],0.21,[1 1 3 3 2],1.44
756558,3.3,3.5,[3 1 2 1 5],2.72,[0 3 4 1 4],1.42
756560,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
756567,3.8,3.0,[0 0 2 3 1],0.47,[1 0 3 2 0],1.0
756587,3.0,3.8,[0 1 2 1 0],0.5,[0 1 0 2 1],1.19
756598,3.6,3.4,[0 1 1 6 0],0.48,[1 1 2 2 2],1.73
756620,3.4,3.3,[0 1 2 4 0],0.53,[1 1 1 3 1],1.63
756629,2.0,4.0,[0 1 0 0 0],0.0,[0 0 0 1 0],0.0
756643,3.7,3.4,[0 0 3 3 1],0.49,[0 1 3 2 1],0.82
756648,3.1,3.4,[1 4 6 4 2],1.16,[1 3 3 8 2],1.18
756649,4.9,3.6,[0 0 0 1 7],0.11,[1 1 1 2 3],1.98
756655,2.5,2.8,[2 0 3 1 0],1.25,[2 1 0 2 1],2.47
756692,3.4,3.3,[0 0 6 4 0],0.24,[2 0 3 3 2],1.81
756735,3.6,3.5,[0 1 3 5 1],0.64,[2 0 2 3 3],2.05
756743,4.2,4.1,[0 0 4 3 6],0.75,[1 0 3 2 7],1.46
756788,3.8,3.0,[0 0 2 1 1],0.69,[1 1 0 1 1],2.5
756793,3.4,3.5,[0 2 4 4 1],0.78,[0 2 4 3 2],0.98
756826,3.4,3.1,[0 0 4 3 0],0.24,[1 1 2 2 1],1.55
756838,3.2,3.0,[0 3 7 2 2],0.88,[1 2 7 4 0],0.71
756847,5.0,1.0,[0 0 0 0 1],0.0,[1 0 0 0 0],0.0
756870,3.8,3.7,[0 2 1 3 3],1.28,[1 2 1 0 5],2.44
756909,4.7,4.3,[0 0 0 1 2],0.22,[0 0 0 2 1],0.22
756924,2.9,2.9,[2 4 4 4 1],1.32,[3 2 6 2 2],1.58
756962,3.3,3.6,[ 0  1 10  6  0],0.33,[1 0 6 8 2],0.83
756972,3.0,2.5,[0 1 2 1 0],0.5,[1 0 3 0 0],0.75
756979,3.6,3.3,[0 1 3 1 2],1.1,[0 2 2 2 1],1.06
756987,3.7,3.2,[0 0 8 8 2],0.44,[2 3 5 5 3],1.51
756992,4.6,3.6,[0 0 0 3 4],0.24,[1 0 2 2 2],1.67
757003,3.6,3.3,[1 1 1 5 2],1.44,[1 2 2 3 2],1.61
757004,2.2,3.2,[1 1 2 0 0],0.69,[1 1 0 0 2],3.19
757005,3.5,3.2,[1 0 9 2 4],1.12,[1 1 9 3 2],0.94
757019,3.4,3.6,[0 1 1 3 0],0.64,[0 0 2 3 0],0.24
757020,4.7,4.7,[0 0 0 1 2],0.22,[0 0 0 1 2],0.22
757085,3.7,3.2,[0 0 3 2 1],0.56,[0 2 1 3 0],0.81
757094,3.9,3.9,[1 0 0 5 2],1.36,[0 1 2 2 3],1.11
757098,4.4,3.4,[0 0 0 3 2],0.24,[0 0 3 2 0],0.24
757107,3.4,3.4,[0 0 3 2 0],0.24,[0 1 1 3 0],0.64
757108,3.0,2.5,[1 2 5 2 1],1.09,[2 4 3 1 1],1.34
757170,3.8,3.4,[0 0 2 2 1],0.56,[1 1 0 1 2],2.64
757224,2.9,2.9,[2 1 2 0 2],2.41,[1 2 1 3 0],1.27
757273,3.8,2.8,[1 0 0 3 2],1.81,[2 0 2 1 1],2.14
757295,2.7,3.7,[1 1 4 1 0],0.78,[1 1 0 2 3],2.2
757314,3.8,3.7,[0 1 2 4 2],0.84,[0 2 1 4 2],1.11
757333,3.5,3.4,[0 1 2 5 0],0.5,[0 3 0 4 1],1.23
757353,3.9,3.1,[0 0 2 4 1],0.41,[2 1 0 2 2],2.69
757383,4.0,4.0,[0 0 1 4 1],0.33,[0 0 3 0 3],1.0
757417,3.7,4.0,[0 0 1 2 0],0.22,[0 0 1 1 1],0.67
757420,3.4,3.8,[0 1 3 4 0],0.48,[1 0 2 2 3],1.69
757456,2.7,3.8,[0 4 4 1 0],0.44,[0 0 5 1 3],0.84
757495,4.0,3.7,[1 1 1 4 6],1.54,[0 0 6 5 2],0.52
757556,3.2,3.7,[ 0  2 10  3  1],0.53,[0 2 4 7 3],0.84
757582,2.7,3.0,[0 2 0 1 0],0.89,[1 0 0 2 0],2.0
757631,3.3,2.9,[1 0 3 2 1],1.35,[1 2 2 1 1],1.55
757648,2.8,3.5,[2 0 0 1 1],3.19,[0 1 1 1 1],1.25
757658,3.7,3.8,[0 0 2 4 0],0.22,[0 1 1 2 2],1.14
757685,3.9,3.5,[0 2 2 8 5],0.88,[2 0 4 9 2],1.19
757706,4.0,2.8,[0 1 1 3 3],1.0,[2 2 1 2 1],1.94
757728,3.4,3.4,[1 1 2 0 3],2.24,[0 1 4 0 2],1.1
757739,4.6,3.6,[0 0 0 3 4],0.24,[1 0 1 4 1],1.39
757742,4.0,3.3,[0 0 1 1 1],0.67,[0 0 2 1 0],0.22
757746,3.2,2.9,[1 1 2 3 1],1.44,[1 3 1 2 1],1.61
757755,3.6,3.0,[1 1 0 3 2],1.96,[1 1 2 3 0],1.14
757756,4.7,3.9,[ 0  0  0  5 11],0.21,[1 1 4 3 7],1.48
757760,4.0,3.5,[0 0 2 0 2],1.0,[1 0 0 2 1],2.25
757767,3.1,3.1,[2 2 3 6 1],1.41,[2 1 6 4 1],1.21
757790,3.0,3.3,[2 0 1 2 1],2.33,[1 1 1 1 2],2.22
757794,3.6,3.2,[0 0 2 3 0],0.24,[1 1 0 2 1],2.16
757796,3.7,3.7,[2 3 3 2 9],2.11,[0 3 5 5 6],1.14
757828,3.5,2.9,[1 4 1 1 6],2.25,[2 3 4 2 2],1.61
757831,4.1,4.1,[0 0 2 3 3],0.61,[0 0 3 1 4],0.86
757836,3.4,3.2,[0 1 4 3 1],0.69,[1 2 1 4 1],1.51
757837,3.9,3.3,[0 0 5 6 4],0.6,[1 3 3 6 2],1.29
757841,4.4,4.0,[0 0 2 1 5],0.73,[0 0 2 4 2],0.5
757871,3.9,3.3,[0 1 1 3 2],0.98,[2 0 0 4 1],2.2
757893,3.6,3.8,[0 1 3 6 1],0.6,[0 1 4 2 4],1.06
757904,2.8,3.7,[0 3 1 2 0],0.81,[0 2 0 2 2],1.56
757907,4.1,3.7,[1 0 1 2 5],1.65,[2 0 0 4 3],2.22
757922,3.9,3.9,[0 2 0 2 3],1.55,[0 0 3 2 2],0.69
757948,3.5,4.0,[0 0 2 2 0],0.25,[0 0 1 2 1],0.5
757951,3.9,3.3,[0 0 2 4 1],0.41,[0 3 1 1 2],1.63
757995,4.2,3.8,[0 1 1 0 4],1.47,[0 1 0 4 1],0.81
757996,4.0,3.7,[0 0 5 6 5],0.62,[2 0 4 5 5],1.59
757998,4.2,3.7,[0 0 2 1 3],0.81,[0 1 1 3 1],0.89
758002,3.4,3.4,[0 1 4 2 1],0.73,[1 1 1 4 1],1.48
758035,3.5,3.8,[0 0 2 2 0],0.25,[0 0 2 1 1],0.69
758047,3.7,3.9,[0 2 0 3 2],1.35,[0 0 2 4 1],0.41
758052,4.3,3.8,[0 0 1 7 5],0.37,[0 3 1 4 5],1.36
758133,2.7,3.1,[3 3 0 2 2],2.41,[2 0 5 1 2],1.69
758187,3.5,4.2,[0 0 3 3 0],0.25,[0 0 1 3 2],0.47
758208,3.6,3.1,[0 0 4 3 1],0.48,[1 2 1 3 1],1.61
758230,4.3,4.2,[0 0 0 7 3],0.21,[0 0 2 4 4],0.56
758234,4.2,4.0,[0 0 1 3 2],0.47,[0 0 2 2 2],0.67
758275,5.0,3.0,[0 0 0 0 2],0.0,[0 1 0 1 0],1.0
758290,3.6,3.5,[2 1 2 2 5],2.24,[1 2 3 2 4],1.75
758353,3.7,3.4,[1 1 6 4 6],1.31,[ 2  2  2 10  2],1.36
758356,3.8,3.8,[0 0 2 2 1],0.56,[0 0 2 2 1],0.56
758360,4.0,3.5,[0 0 0 2 0],0.0,[0 1 0 0 1],2.25
758380,3.6,3.4,[0 2 1 3 2],1.23,[0 2 1 5 0],0.73
758383,3.4,3.1,[ 1  3 14 18  0],0.56,[ 4  7 10 10  5],1.45
758400,4.0,4.0,[0 0 1 3 1],0.4,[0 0 1 3 1],0.4
758402,5.0,4.5,[0 0 0 0 2],0.0,[0 0 0 1 1],0.25
758405,4.8,4.5,[0 0 0 1 3],0.19,[0 0 0 2 2],0.25
758414,3.2,3.5,[1 0 3 1 1],1.47,[0 0 3 3 0],0.25
758424,4.2,3.8,[0 1 0 2 3],1.14,[0 0 2 3 1],0.47
758487,3.8,4.2,[1 1 3 1 6],1.81,[1 0 2 2 7],1.47
758528,3.0,3.2,[0 1 2 1 0],0.5,[0 1 1 2 0],0.69
758580,3.5,3.2,[0 1 1 4 0],0.58,[0 1 3 2 0],0.47
758587,4.2,3.2,[0 0 1 1 2],0.69,[0 1 1 2 0],0.69
758589,3.1,3.5,[0 4 9 6 0],0.52,[0 3 6 8 2],0.78
758610,4.3,3.7,[0 0 1 3 3],0.49,[1 0 1 3 2],1.63
758619,3.2,3.5,[1 0 1 1 1],2.19,[0 0 2 2 0],0.25
758634,4.1,3.4,[ 0  0  1 13  2],0.18,[2 2 3 6 3],1.61
758661,4.1,3.7,[0 0 3 2 4],0.77,[0 1 3 3 2],0.89
758694,3.4,3.3,[ 1  3  6 12  1],0.85,[3 1 8 8 3],1.34
758697,3.0,3.4,[0 2 4 2 0],0.5,[1 0 3 3 1],1.23
758749,3.5,3.3,[0 0 3 3 0],0.25,[1 0 3 0 2],1.89
758757,3.1,3.3,[0 1 6 2 0],0.32,[0 2 3 3 1],0.89
758799,2.8,3.0,[1 0 4 1 0],0.81,[1 1 2 1 1],1.67
758808,3.6,3.7,[0 1 3 4 1],0.69,[2 0 0 4 3],2.22
758811,3.1,3.6,[0 1 7 2 0],0.29,[1 1 3 1 4],1.84
758834,3.0,2.5,[1 0 0 0 1],4.0,[1 0 0 1 0],2.25
758850,3.4,3.3,[ 1  4 11  7  5],1.1,[5 3 6 7 7],1.99
758872,3.8,3.7,[0 0 1 5 0],0.14,[0 1 2 1 2],1.22
758875,4.0,4.1,[0 0 2 3 2],0.57,[0 0 0 6 1],0.12
758904,2.0,2.8,[2 2 0 1 0],1.2,[0 1 4 0 0],0.16
758932,3.4,3.4,[ 0  4  9 11  1],0.63,[2 3 7 8 5],1.37
758937,4.0,3.2,[0 1 2 5 4],0.83,[2 0 5 3 2],1.52
758939,3.7,4.0,[0 0 2 4 0],0.22,[0 0 2 2 2],0.67
758961,3.8,3.8,[0 1 3 1 3],1.19,[0 2 1 2 3],1.44
758963,4.0,3.8,[0 0 2 0 2],1.0,[0 0 2 1 1],0.69
759014,4.8,3.0,[0 0 0 1 3],0.19,[1 1 0 1 1],2.5
759015,3.8,3.8,[0 0 1 3 0],0.19,[0 0 2 1 1],0.69
759018,4.0,3.9,[0 0 3 5 3],0.55,[0 0 4 4 3],0.63
759038,4.0,4.2,[0 0 1 2 1],0.5,[0 0 1 1 2],0.69
759051,3.5,3.4,[0 0 7 1 2],0.65,[0 2 5 0 3],1.24
759062,3.2,3.7,[0 2 3 4 0],0.62,[0 1 3 3 2],0.89
759071,3.3,3.2,[1 0 2 2 1],1.56,[0 2 1 3 0],0.81
759083,3.7,3.3,[0 0 2 0 1],0.89,[1 0 0 1 1],2.89
759129,3.2,3.8,[0 0 3 1 0],0.19,[1 0 0 1 2],2.69
759143,3.8,3.9,[0 0 2 8 0],0.16,[0 0 3 5 2],0.49
759156,3.2,3.5,[0 1 1 2 0],0.69,[0 0 2 2 0],0.25
759204,3.7,3.7,[0 1 4 2 3],1.01,[1 2 1 1 5],2.21
759213,3.2,3.2,[2 1 7 5 2],1.24,[3 1 4 8 1],1.44
759262,3.7,3.4,[0 0 3 3 1],0.49,[1 1 0 4 1],1.67
759272,4.7,4.0,[0 0 1 0 6],0.49,[0 0 1 5 1],0.29
759289,2.5,3.1,[ 7  3 10  5  0],1.21,[ 3  4 10  3  5],1.55
759290,4.7,3.5,[0 0 1 2 9],0.39,[1 2 2 4 3],1.58
759300,3.6,3.7,[1 0 1 4 1],1.39,[0 2 1 1 3],1.63
759310,4.1,3.5,[0 0 2 3 3],0.61,[0 1 3 3 1],0.75
759345,3.9,3.9,[0 0 3 2 2],0.69,[0 1 1 3 2],0.98
759360,4.0,3.5,[0 1 2 8 4],0.67,[0 3 3 7 2],0.92
759370,3.8,3.3,[1 0 1 5 2],1.28,[1 2 2 1 3],2.0
759371,3.1,4.0,[0 3 3 2 1],0.99,[0 1 1 4 3],0.89
759414,3.3,3.5,[1 0 2 2 1],1.56,[1 0 1 3 1],1.58
759416,2.8,3.0,[3 0 1 4 0],1.94,[0 3 3 1 1],1.0
759417,2.3,3.7,[0 2 1 0 0],0.22,[0 0 1 2 0],0.22
759421,3.5,4.0,[0 0 1 1 0],0.25,[0 0 1 0 1],1.0
759443,3.9,4.0,[0 0 3 3 2],0.61,[0 0 3 2 3],0.75
759469,4.1,3.3,[1 0 1 4 5],1.36,[1 2 3 3 2],1.47
759470,3.1,3.4,[ 0  4 10  4  1],0.62,[1 4 5 5 4],1.39
759492,4.0,3.5,[0 0 1 4 1],0.33,[1 0 2 1 2],1.92
759509,3.1,3.6,[0 2 3 1 1],0.98,[1 0 2 2 2],1.67
759549,4.1,3.5,[1 0 3 4 7],1.26,[2 3 1 4 5],2.12
759560,3.5,3.8,[0 1 4 4 1],0.65,[0 1 1 7 1],0.56
759565,4.0,2.3,[0 0 1 1 1],0.67,[1 1 0 1 0],1.56
759581,4.6,4.0,[0 0 2 0 7],0.69,[0 1 2 2 4],1.11
759596,3.8,3.7,[1 2 4 8 6],1.23,[2 2 4 6 7],1.65
759638,4.0,3.7,[1 0 1 0 4],2.33,[1 0 2 0 3],2.22
759643,4.0,4.0,[0 0 1 3 1],0.4,[0 1 0 2 2],1.2
759651,3.7,4.0,[0 1 2 5 1],0.67,[0 1 2 2 4],1.11
759675,4.2,4.0,[0 0 2 2 4],0.69,[0 0 4 0 4],1.0
759689,4.3,4.0,[0 0 0 2 1],0.22,[0 0 0 3 0],0.0
759702,4.5,4.5,[0 0 0 3 3],0.25,[0 0 1 1 4],0.58
